G,N,K,O,M,H,Z
0,12,19.8575,21.6575,nan,nan,13.1872826086957
-12,0,7.8575,9.6575,nan,nan,1.18728260869565
-19.8575,-7.8575,0,1.8,nan,nan,-6.67021739130435
-21.6575,-9.6575,-1.8,0,nan,nan,-8.47021739130435
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
-13.1872826086957,-1.18728260869565,6.67021739130435,8.47021739130435,nan,nan,0
