G,N,K,O,M,H,Z
1,nan,nan,nan,nan,nan,9e+06
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
9e+06,nan,nan,nan,nan,nan,1
