G,N,K,O,M,H,Z
0,1.22377543162212,nan,nan,nan,nan,0.607215883663075
-1.22377543162212,0,nan,nan,nan,nan,-0.616559547959041
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
-0.607215883663075,0.616559547959041,nan,nan,nan,nan,0
