G,N,K,O,M,H,Z
0,12,nan,nan,nan,nan,7.73728260869565
-12,0,nan,nan,nan,nan,-4.26271739130435
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
-7.73728260869565,4.26271739130435,nan,nan,nan,nan,0
