G,N,K,O,M,H,Z
0,144,nan,nan,nan,nan,91.9159878189981
144,0,nan,nan,nan,nan,5.82120521030246
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
91.9159878189981,5.82120521030246,nan,nan,nan,nan,0
