G,N,K,O,M,H,Z
0,1.01226426161989,nan,nan,nan,nan,0.710515453500879
-1.01226426161989,0,nan,nan,nan,nan,-0.301748808119008
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
-0.710515453500879,0.301748808119008,nan,nan,nan,nan,0
