sample	replicate	trs
1	1	(((((nd27:1.9860529383895411[&state=0],nd28:1.9860529383895411[&state=0]):4.898669375131922[&state=0],(nd25:2.3689193725338415[&state=0],(((nd59:0.3400992502117351[&state=0],nd60:0.3400992502117351[&state=0]):0.49838515714851733[&state=0],((nd63:0.17717863459168098[&state=0],nd64:0.17717863459168098[&state=0]):0.32385010638009504[&state=0],nd58:0.501028740971776[&state=0]):0.33745566638847635[&state=0]):0.9898733228115346[&state=0],((nd55:0.5870031793492562[&state=0],nd56:0.5870031793492562[&state=0]):0.799062140085208[&state=0],nd48:1.3860653194344645[&state=0]):0.44229241073732256[&state=0]):0.540561642362054[&state=0]):4.515802940987622[&state=0]):3.0643321798825984[&state=0],((nd11:5.7826335488905025[&state=0],(((nd45:1.5089097421366109[&state=0],nd46:1.5089097421366109[&state=0]):3.2298416205470004[&state=0],nd16:1.2554847281804042[&state=0]):0.9348785330375534[&state=0],((nd23:0.7514580314809723[&state=0],((nd41:1.1571450513970682[&state=0],nd42:1.6330676085899074[&state=0]):0.2191798123760672[&state=0],(nd37:1.8145571354915444[&state=0],nd38:1.8145571354915444[&state=0]):0.03769028547443027[&state=0]):1.5524977022885589[&state=0]):0.19907310375232523[&state=0],(((nd61:0.19753071895634236[&state=1],nd62:0.19753071895634236[&state=1]):0.7692330580286304[&state=1],nd52:0.9667637769849727[&state=1]):2.591304854550964[&state=1],nd22:3.558068631535937[&state=0]):0.04574959547092247[&state=7]):2.0698116687143053[&state=7]):0.10900365316933773[&state=0]):1.4588137995294406[&state=0],(((nd31:1.9106544551790705[&state=0],(nd43:0.20462220045321639[&state=0],nd44:0.47732310298651887[&state=0]):0.3774994425427343[&state=0]):2.12479500302025[&state=0],((nd65:0.02685209627545764[&state=0],nd66:0.02685209627545764[&state=0]):1.3340219036086256[&state=0],nd50:1.3608739998840833[&state=0]):2.6745754583152377[&state=0]):2.5419352757135765[&state=0],((nd39:1.6905091451817005[&state=0],nd40:0.5024934750830748[&state=0]):0.24207473582140634[&state=0],nd30:1.932583881003107[&state=0]):4.64480085290979[&state=0]):0.664062614507046[&state=0]):2.7076071449841184[&state=0]):9.596832868508601[&state=0],nd2:6.168925821602061[&state=6]):2.0818126380873228[&state=22]):0.0[&state=22];
