sample	replicate	trs
1	1	(((nd24:1.6996184035366118[&state=0],(nd36:0.7564288928475644[&state=0],nd37:0.7564288928475644[&state=0])nd25:0.9431895106890473[&state=0])nd20:1.9000934137094563[&state=0],nd9:3.599711817246068[&state=0])nd2:1.224312934444916[&state=0],((((nd30:1.0754196819739965[&state=0],(nd38:0.09231882899144672[&state=0],nd39:0.09231882899144672[&state=0])nd31:0.9831008529825498[&state=0])nd28:1.5282440755981062[&state=0],(nd18:2.0526473764166027[&state=0],((nd34:0.9536723284691531[&state=0],nd35:0.9536723284691531[&state=0])nd26:0.5301449050559635[&state=0],(nd32:0.961911906182473[&state=0],nd33:0.961911906182473[&state=0])nd27:0.5219053273426434[&state=0])nd19:0.5688301428914864[&state=0])nd17:0.5510163811554997[&state=0])nd14:0.22543582413537847[&state=0],(nd22:1.9381071305857924[&state=0],nd23:1.9381071305857924[&state=0])nd15:0.8909924511216885[&state=0])nd7:0.8472928726702517[&state=0],nd12:3.6763924543777327[&state=0])nd3:1.1476322973132516[&state=0])root:0.0[&state=0];
