sample	replicate	trs
1	1	((((nd9:0.3836250948101501,(nd11:0.31220977372069814,((nd71:0.23118999062248285,nd72:0.23118999062248285)nd19:2.149785141042446,((nd51:0.6802163408033098,(nd77:0.11754266521840229,nd78:0.11754266521840229)nd52:0.5626736755849074)nd21:1.617548498787014,(nd27:1.7084293433440405,((nd47:0.817491697339045,(nd75:0.11879361621927975,nd76:0.13884241377519302)nd48:0.6786492835638519)nd37:0.4923644670492505,(nd67:0.28869464307606524,nd68:0.28869464307606524)nd38:1.0211615213122314)nd28:0.39857317895574285)nd22:0.5893354962462843)nd20:0.08321029207460588)nd12:0.48132906512422924)nd10:0.11103687367874442)nd7:0.15394364110982348,(((((nd35:0.3993357622666776,((nd73:0.22897065001728095,nd74:0.22897065001728095)nd45:0.7678275101164527,(nd61:0.3823142118158391,(nd63:0.33966213195753203,nd64:0.33966213195753203)nd62:0.04265207985830727)nd46:0.614483948317894)nd36:0.42256892343212865)nd31:0.06637787420295913,nd32:1.485744957768822)nd25:0.3000615016826883,((nd41:0.11410630336106195,nd42:1.1358382495044137)nd33:0.3147829517350968,nd34:0.10376074144624747)nd26:0.33518525821199935)nd17:0.9513361815382071,nd18:0.6930006062633701)nd13:0.10059420351721167,((nd23:0.46916459577573977,(((nd49:0.7443071062179603,(nd59:0.5168383917254783,nd60:0.5168383917254783)nd50:0.2274687144924815)nd43:0.29455602858510815,nd44:1.0388631348030688)nd29:0.635429675611464,(((nd57:0.6615167389869396,(nd65:0.2986411634031724,nd66:0.2986411634031724)nd58:0.36287557558376693)nd55:0.0034175703268320493,nd56:0.6649343093137716)nd53:0.013587351656014933,(nd69:0.004159253167577856,nd70:0.26804076139496247)nd54:0.410480899574824)nd30:0.9957711494447459)nd24:0.15101640262096672)nd15:0.9487988223400234,((nd79:0.0715355473598444,nd80:0.0715355473598444)nd39:1.1845017417668215,nd40:1.256037289126666)nd16:1.5180707462488576)nd14:0.06362880913140546)nd8:0.2895478670707983)nd1:2.373861607764617,(nd3:0.050152567469034764,(nd5:0.3566887617153506,nd6:0.4678297789653301)nd4:0.6728636912999638)nd2:0.49095281588267553)root:0.7643236806576624)origin:0.0;
