G,N,K,O,M,H,Z
0,144,394.32030625,469.04730625,534.765625,nan,211.332585645085
144,0,61.74030625,93.26730625,123.765625,nan,6.43780303638942
394.32030625,61.74030625,0,3.24,10.67655625,nan,28.3047130907372
469.04730625,93.26730625,3.24,0,2.15355625,nan,50.6974956994329
534.765625,123.765625,10.67655625,2.15355625,0,nan,73.7488899929111
nan,nan,nan,nan,nan,nan,nan
211.332585645085,6.43780303638942,28.3047130907372,50.6974956994329,73.7488899929111,nan,0
