G,N,K,O,M,H,Z
0,12,19.8575,21.6575,23.125,nan,14.5372826086957
-12,0,7.8575,9.6575,11.125,nan,2.53728260869565
-19.8575,-7.8575,0,1.8,3.2675,nan,-5.32021739130435
-21.6575,-9.6575,-1.8,0,1.4675,nan,-7.12021739130435
-23.125,-11.125,-3.2675,-1.4675,0,nan,-8.58771739130435
nan,nan,nan,nan,nan,nan,nan
-14.5372826086957,-2.53728260869565,5.32021739130435,7.12021739130435,8.58771739130435,nan,0
