G,N,K,O,M,H,Z
0,12,19.8575,nan,nan,nan,11.6022826086957
-12,0,7.8575,nan,nan,nan,-0.397717391304347
-19.8575,-7.8575,0,nan,nan,nan,-8.25521739130435
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
-11.6022826086957,0.397717391304347,8.25521739130435,nan,nan,nan,0
